8.05137   0.0935847   0.475079  6.97335 	Dead: 0
6.64322   0.0664705   0.337435  6.05555 	Dead: 0
6.23486   0.062391    0.316726  5.63438 	Dead: 0
6.13866   0.09983     0.506784  5.30333 	Dead: 0
6.00854   0.0802323   0.407297  5.30333 	Dead: 0
5.95139   0.0645445   0.327658  5.30333 	Dead: 0
5.88937   0.0662199   0.336163  5.24559 	Dead: 0
5.91453   0.0770227   0.391003  5.24559 	Dead: 0
5.92529   0.0738599   0.374947  5.24559 	Dead: 0
5.82567   0.0780198   0.396065  5.22236 	Dead: 0
5.72335   0.0689612   0.350079  5.13778 	Dead: 0
5.66643   0.0695207   0.35292   5.13778 	Dead: 0
5.67262   0.0847151   0.430053  5.13778 	Dead: 0
5.59674   0.0751255   0.381372  5.05312 	Dead: 0
5.59297   0.0716723   0.363842  5.05312 	Dead: 0
5.6078    0.0877642   0.445532  5.05312 	Dead: 0
5.57315   0.0858965   0.43605   5.05312 	Dead: 0
5.55097   0.0713294   0.362101  5.05312 	Dead: 0
5.59415   0.0859983   0.436567  5.05312 	Dead: 0
5.54875   0.0674567   0.342442  5.05312 	Dead: 0
5.67821   0.109189    0.554297  5.05312 	Dead: 0
5.54888   0.0700766   0.355741  5.04446 	Dead: 0
5.6056    0.0820157   0.41635   5.04446 	Dead: 0
5.57369   0.0723119   0.367089  5.04446 	Dead: 0
5.53856   0.069034    0.350449  5.04446 	Dead: 0
5.57185   0.0667628   0.338919  5.04446 	Dead: 0
5.59398   0.0726793   0.368954  5.04446 	Dead: 0
5.58453   0.0726691   0.368902  5.04446 	Dead: 0
5.53708   0.0699677   0.355189  5.04446 	Dead: 0
5.59437   0.102262    0.519132  4.91282 	Dead: 0
5.55862   0.071893    0.364963  4.91282 	Dead: 0
5.62396   0.0966244   0.490511  4.91282 	Dead: 0
5.62345   0.0886369   0.449962  4.91282 	Dead: 0
5.59199   0.0862313   0.43775   4.91282 	Dead: 0
5.5924    0.0850419   0.431712  4.91282 	Dead: 0
5.53322   0.0701064   0.355893  4.91282 	Dead: 0
5.56689   0.0785478   0.398745  4.91282 	Dead: 0
5.58015   0.0753097   0.382307  4.91282 	Dead: 0
5.55191   0.0766386   0.389053  4.91282 	Dead: 0
5.63115   0.0909529   0.461719  4.91282 	Dead: 0
5.54442   0.077528    0.393568  4.91282 	Dead: 0
5.55009   0.0779924   0.395926  4.91282 	Dead: 0
5.53054   0.0761679   0.386664  4.91282 	Dead: 0
5.53118   0.0945156   0.479805  4.91282 	Dead: 0
5.45589   0.0681349   0.345885  4.8913  	Dead: 0
5.48597   0.0964518   0.489634  4.8913  	Dead: 0
5.50222   0.0864388   0.438803  4.8913  	Dead: 0
