5.32047   0.0896738   0.455226  4.23975 	Dead: 0
3.77592   0.0252849   0.128358  3.51647 	Dead: 0
3.55356   0.0270142   0.137136  3.32403 	Dead: 0
3.38129   0.0280454   0.142371  3.16901 	Dead: 0
3.31358   0.0310633   0.157692  2.99072 	Dead: 0
3.27883   0.0379504   0.192654  2.95022 	Dead: 0
3.22519   0.0321157   0.163034  2.95022 	Dead: 0
3.17296   0.0306624   0.155656  2.92449 	Dead: 0
3.16263   0.0325821   0.165402  2.89535 	Dead: 0
3.13096   0.0268276   0.136189  2.89535 	Dead: 0
3.13815   0.0357978   0.181726  2.89535 	Dead: 0
3.11455   0.0318332   0.1616    2.88082 	Dead: 0
3.1054    0.0302776   0.153703  2.88082 	Dead: 0
3.10284   0.0327577   0.166293  2.88082 	Dead: 0
3.1036    0.0289734   0.147083  2.88082 	Dead: 0
3.0717    0.0273384   0.138782  2.8787  	Dead: 0
3.076     0.0294644   0.149575  2.8787  	Dead: 0
3.07581   0.0284775   0.144565  2.84665 	Dead: 0
3.07589   0.0325029   0.165     2.84665 	Dead: 0
3.07441   0.0345016   0.175146  2.79198 	Dead: 0
3.05839   0.0292527   0.1485    2.79198 	Dead: 0
3.07153   0.0325268   0.165121  2.79198 	Dead: 0
3.05608   0.0287485   0.145941  2.79198 	Dead: 0
3.05306   0.0276983   0.14061   2.79198 	Dead: 0
3.05217   0.0335078   0.170101  2.79198 	Dead: 0
3.06574   0.0352822   0.179109  2.79198 	Dead: 0
3.06977   0.0391889   0.198941  2.79198 	Dead: 0
3.05009   0.0333476   0.169288  2.79198 	Dead: 0
3.07196   0.0420972   0.213705  2.79198 	Dead: 0
3.04418   0.0282087   0.1432    2.79198 	Dead: 0
3.04634   0.0350268   0.177813  2.79198 	Dead: 0
3.03243   0.0349353   0.177348  2.78806 	Dead: 0
3.04179   0.02878     0.146101  2.78806 	Dead: 0
3.02835   0.0335174   0.17015   2.78806 	Dead: 0
3.04214   0.0327326   0.166166  2.78806 	Dead: 0
3.03708   0.0325714   0.165348  2.78806 	Dead: 0
3.02035   0.0294304   0.149402  2.78806 	Dead: 0
3.01889   0.0295358   0.149937  2.78806 	Dead: 0
3.01769   0.028185    0.14308   2.78806 	Dead: 0
3.01566   0.0306046   0.155363  2.78806 	Dead: 0
3.03679   0.0347112   0.17621   2.78806 	Dead: 0
3.01669   0.0317288   0.16107   2.78806 	Dead: 0
3.01185   0.0316599   0.160721  2.78806 	Dead: 0
3.0311    0.0325432   0.165204  2.78806 	Dead: 0
2.99734   0.0273448   0.138815  2.78806 	Dead: 0
3.00776   0.0320989   0.162949  2.78806 	Dead: 0
3.00102   0.0296704   0.150621  2.78806 	Dead: 0
3.02899   0.0425453   0.21598   2.78806 	Dead: 0
3.02152   0.0414796   0.21057   2.78204 	Dead: 0
3.01063   0.0395342   0.200694  2.76965 	Dead: 0
2.99194   0.0347271   0.176291  2.76965 	Dead: 0
2.99254   0.0383537   0.194701  2.76525 	Dead: 0
2.98252   0.0296368   0.15045   2.76525 	Dead: 0
2.96768   0.0292062   0.148264  2.75364 	Dead: 0
2.96062   0.0254613   0.129253  2.75115 	Dead: 0
2.97907   0.035404    0.179727  2.75115 	Dead: 0
2.97385   0.0278709   0.141486  2.75115 	Dead: 0
2.97248   0.0327876   0.166445  2.7412  	Dead: 0
2.95379   0.0262134   0.133071  2.7412  	Dead: 0
2.97361   0.0291439   0.147948  2.7412  	Dead: 0
2.97381   0.0314357   0.159582  2.7412  	Dead: 0
2.96306   0.0276154   0.140189  2.7412  	Dead: 0
2.95365   0.0310194   0.157469  2.7412  	Dead: 0
2.97395   0.0298271   0.151416  2.7412  	Dead: 0
2.97021   0.036701    0.186311  2.7412  	Dead: 0
2.97872   0.0405675   0.20594   2.7412  	Dead: 0
2.96133   0.0377104   0.191436  2.7412  	Dead: 0
2.96086   0.0306631   0.15566   2.7412  	Dead: 0
2.95774   0.0316756   0.1608    2.7412  	Dead: 0
2.96578   0.0304086   0.154368  2.7412  	Dead: 0
2.94447   0.0331069   0.168066  2.7412  	Dead: 0
2.96953   0.0355013   0.180221  2.71604 	Dead: 0
2.94833   0.0320089   0.162492  2.71604 	Dead: 0
2.96581   0.0422763   0.214614  2.71604 	Dead: 0
2.94968   0.0375592   0.190668  2.71604 	Dead: 0
2.95523   0.0344077   0.174669  2.71604 	Dead: 0
2.93591   0.0284192   0.144269  2.71604 	Dead: 0
2.91591   0.0285855   0.145113  2.71604 	Dead: 0
2.92833   0.0374279   0.190001  2.66979 	Dead: 0
2.92914   0.0442525   0.224646  2.66979 	Dead: 0
2.92474   0.0356799   0.181128  2.66979 	Dead: 0
2.92565   0.0378045   0.191913  2.66979 	Dead: 0
2.89828   0.0311648   0.158207  2.66979 	Dead: 0
2.87846   0.0262357   0.133184  2.66979 	Dead: 0
2.89508   0.030193    0.153274  2.66979 	Dead: 0
2.89032   0.0289652   0.147041  2.66979 	Dead: 0
2.87725   0.0264637   0.134342  2.66979 	Dead: 0
2.89283   0.0342631   0.173935  2.66979 	Dead: 0
2.87024   0.0277955   0.141103  2.66979 	Dead: 0
2.86549   0.0269451   0.136786  2.65962 	Dead: 0
2.88059   0.0336432   0.170789  2.65962 	Dead: 0
2.87842   0.0328652   0.166839  2.65962 	Dead: 0
2.85872   0.0242076   0.122889  2.65962 	Dead: 0
2.88432   0.0377418   0.191595  2.64016 	Dead: 0
