8.96      0.1536      0.779744  11.2    
10.768    0.243036    1.23376   13      
11.186    0.264419    1.34231   13.4    
11.446    0.276112    1.40167   14.2    
11.64     0.274541    1.3937    14.2    
11.702    0.283744    1.44042   14.2    
11.61     0.30651     1.55599   14.2    
11.596    0.288651    1.46533   14.2    
11.7      0.261956    1.32981   14.2    
11.66     0.27406     1.39126   14.2    
11.612    0.323339    1.64142   14.2    
11.698    0.30984     1.57289   14.2    
11.478    0.311758    1.58263   14.2    
11.766    0.298021    1.51289   14.6    
11.782    0.275506    1.3986    14.6    
11.664    0.294027    1.49262   14.6    
11.798    0.270067    1.37098   14.8    
11.938    0.294228    1.49364   15      
11.802    0.304942    1.54803   15      
11.934    0.309668    1.57202   15      
11.736    0.329759    1.67401   15      
11.624    0.317597    1.61227   15      
11.75     0.322452    1.63692   15      
11.926    0.2968      1.50669   15.2    
11.85     0.315838    1.60334   15.2    
11.852    0.319563    1.62225   15.2    
11.576    0.343246    1.74248   15.2    
11.856    0.318271    1.61569   15.2    
11.862    0.319712    1.62301   15.4    
11.902    0.335943    1.7054    15.4    
11.844    0.334372    1.69743   15.4    
11.784    0.339353    1.72271   15.4    
11.954    0.327727    1.6637    15.4    
11.822    0.32132     1.63117   15.4    
11.67     0.348545    1.76938   15.4    
11.95     0.312677    1.58729   15.4    
11.92     0.325071    1.65021   15.4    
11.832    0.3094      1.57066   15.4    
11.782    0.329816    1.6743    15.4    
11.986    0.346888    1.76097   15.4    
12.118    0.317099    1.60974   15.4    
12.084    0.314745    1.59779   15.4    
11.908    0.336401    1.70773   15.4    
11.806    0.348282    1.76804   15.4    
12.032    0.342949    1.74097   15.4    
11.852    0.333584    1.69343   15.4    
11.768    0.327057    1.66029   15.4    
12.022    0.326495    1.65744   15.4    
11.958    0.33961     1.72402   15.4    
11.974    0.345696    1.75491   15.4    
11.95     0.321585    1.63251   15.4    
12.134    0.337398    1.71279   15.4    
11.928    0.32643     1.65711   15.4    
11.878    0.366032    1.85815   15.4    
12.012    0.315663    1.60245   15.4    
11.894    0.350148    1.77752   15.4    
11.956    0.325576    1.65277   15.4    
11.824    0.356467    1.80959   15.4    
12.002    0.319265    1.62074   15.4    
11.836    0.355599    1.80519   15.4    
12.072    0.33423     1.69671   15.4    
12.092    0.313026    1.58907   15.4    
11.98     0.320963    1.62936   15.4    
11.9      0.345644    1.75465   15.4    
11.92     0.34625     1.75773   15.4    
11.906    0.36106     1.83291   15.4    
12.116    0.320705    1.62805   15.4    
12.038    0.337703    1.71434   15.4    
11.89     0.345998    1.75645   15.4    
11.978    0.321996    1.6346    15.4    
12.136    0.325495    1.65236   15.4    
11.936    0.338033    1.71601   15.4    
12.03     0.324133    1.64545   15.4    
12.032    0.322902    1.6392    15.4    
11.888    0.333197    1.69147   15.4    
11.96     0.329717    1.6738    15.4    
12.016    0.320875    1.62891   15.4    
12.004    0.31958     1.62234   15.4    
12.012    0.301169    1.52887   15.4    
11.898    0.328325    1.66673   15.4    
11.934    0.322918    1.63928   15.4    
11.968    0.329327    1.67182   15.4    
12.006    0.330773    1.67916   15.4    
11.928    0.337373    1.71266   15.4    
12.112    0.312823    1.58804   15.4    
11.986    0.328077    1.66547   15.4    
11.996    0.341191    1.73205   15.4    
12.156    0.313876    1.59338   15.4    
12.12     0.302156    1.53388   15.4    
12.072    0.342578    1.73908   15.4    
11.854    0.33457     1.69844   15.4    
11.906    0.322504    1.63718   15.4    
11.898    0.321832    1.63377   15.4    
11.838    0.328476    1.6675    15.4    
12.008    0.329384    1.67211   15.4    
11.896    0.348906    1.77121   15.4    
12        0.319095    1.61988   15.4    
11.972    0.311116    1.57937   15.4    
11.816    0.34054     1.72874   15.4    
11.934    0.326027    1.65507   15.4    
11.95     0.316721    1.60782   15.4    
