0   8.516     0.148584    0.754284  10.2    
1   12.758    0.297877    1.51216   15.4    
2   12.61     0.45317     2.3005    16.4    
3   12.73     0.456446    2.31713   16.6    
4   13        0.486587    2.47014   16.6    
5   13        0.566201    2.8743    17.8    
6   13.404    0.522874    2.65435   19      
7   13.508    0.552533    2.80491   19      
8   13.252    0.595427    3.02266   19      
9   13.468    0.567576    2.88128   19      
10  13.632    0.560656    2.84615   19      
11  13.008    0.507782    2.57774   19      
12  13.138    0.513762    2.60809   19      
13  13.284    0.43595     2.21308   19      
14  13.184    0.451842    2.29376   19      
15  13.166    0.458742    2.32879   19      
16  12.964    0.515351    2.61616   19      
17  13.554    0.461837    2.3445    19      
18  12.854    0.568986    2.88844   19      
19  13.188    0.465685    2.36403   19      
20  13.184    0.492821    2.50179   19      
21  12.708    0.459531    2.3328    19      
22  12.858    0.464232    2.35666   19      
23  13.094    0.438091    2.22395   19      
24  13.02     0.444633    2.25717   19      
25  12.826    0.437176    2.21931   19      
26  12.732    0.424624    2.15559   19      
27  13.09     0.418963    2.12685   19      
28  13.102    0.446236    2.2653    19      
29  12.836    0.433923    2.20279   19      
30  13.108    0.42961     2.1809    19      
31  12.91     0.436242    2.21457   19      
32  13.334    0.416014    2.11188   19      
33  13.45     0.424776    2.15636   19      
34  13.358    0.444766    2.25784   19      
35  13.6      0.399064    2.02583   19      
36  13.14     0.424306    2.15397   19      
37  13.332    0.429169    2.17866   19      
38  13.472    0.429686    2.18129   19      
39  13.244    0.480022    2.43681   19      
40  13.434    0.454253    2.306     19      
41  13.628    0.387501    1.96713   19      
42  13.628    0.432225    2.19418   19      
43  13.678    0.450611    2.28751   19      
44  13.464    0.451162    2.29031   19      
45  13.704    0.405717    2.05961   19      
46  13.694    0.430009    2.18293   19      
47  13.594    0.449941    2.28411   19      
48  13.908    0.410431    2.08354   19      
49  14.02     0.438411    2.22558   19      
50  13.956    0.438095    2.22397   19      
51  14.066    0.381324    1.93578   19      
52  14.044    0.447524    2.27184   19      
53  13.542    0.529989    2.69047   19      
54  13.882    0.48062     2.43985   19      
55  13.814    0.539336    2.73792   19      
56  13.998    0.48247     2.44924   19      
57  14.198    0.470779    2.38989   19      
58  13.934    0.560361    2.84465   19      
59  14.136    0.486711    2.47077   19      
60  14.352    0.46456     2.35832   19      
61  14.438    0.434399    2.20521   19      
62  14.25     0.52829     2.68185   19      
63  14.514    0.455761    2.31366   19      
64  14.344    0.470568    2.38882   19      
65  14.42     0.456824    2.31905   19      
66  14.502    0.493947    2.50751   19      
67  14.554    0.459884    2.33458   19      
68  14.452    0.496209    2.51899   19      
69  14.528    0.501278    2.54472   19      
70  14.39     0.544666    2.76498   19      
71  14.36     0.589305    2.99159   19      
72  14.56     0.523112    2.65556   19      
73  14.232    0.584856    2.969     19      
74  13.836    0.579113    2.93985   19      
75  14.402    0.518777    2.63355   19      
76  14.206    0.561257    2.8492    19      
77  14.746    0.496966    2.52283   19      
78  14.624    0.520174    2.64065   19      
79  14.374    0.538022    2.73125   19      
80  14.666    0.510864    2.59338   19      
81  14.362    0.591742    3.00396   19.4    
82  14.588    0.538805    2.73523   19.4    
83  14.602    0.506085    2.56912   19.4    
84  14.662    0.504586    2.56151   19.6    
85  14.66     0.538536    2.73386   19.6    
86  14.664    0.50005     2.53848   19.6    
87  14.514    0.51625     2.62073   19.6    
88  14.228    0.572391    2.90572   19.6    
89  14.266    0.584971    2.96959   19.6    
90  14.546    0.589459    2.99237   19.6    
91  13.672    0.572811    2.90785   19.6    
92  14.038    0.464178    2.35639   19.6    
93  13.73     0.579515    2.94189   19.6    
94  14.152    0.482072    2.44722   19.6    
95  13.656    0.605238    3.07247   19.6    
96  14.098    0.473704    2.40474   19.6    
97  14.166    0.500303    2.53977   19.6    
98  13.974    0.509544    2.58668   19.6    
99  13.948    0.559045    2.83797   19.6    
100 13.944    0.588859    2.98933   19.6    
