Top 8 Best Mean: 
Mean  16.386667   PS: ps19
Mean  16.313333   PS: ps16
Mean  16.206667   PS: ps1
Mean  16.16   PS: ps21
Mean  15.893333   PS: ps15
Mean  15.88   PS: ps14
Mean  15.8   PS: ps18
Mean  15.56   PS: ps12
Top 8 Best Fitness: 
Fitness  17.8   PS: ps16
Fitness  17.4   PS: ps15
Fitness  17.4   PS: ps22
Fitness  17.2   PS: ps4
Fitness  17.2   PS: ps12
Fitness  17.2   PS: ps14
Fitness  17.2   PS: ps18
Fitness  17.2   PS: ps19

