########################
Run # 0
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 1
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 103    Mating Event #: 140000
p0: 103    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 103    Mating Event #: 315000
########################
Run # 2
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 3
########################
p0: 119    Mating Event #: 0
p0: 119    Mating Event #: 35000
p0: 119    Mating Event #: 70000
p0: 119    Mating Event #: 105000
p0: 119    Mating Event #: 140000
p0: 119    Mating Event #: 175000
p0: 33    Mating Event #: 210000
p0: 33    Mating Event #: 245000
p0: 119    Mating Event #: 280000
p0: 119    Mating Event #: 315000
########################
Run # 4
########################
p0: 119    Mating Event #: 0
p0: 119    Mating Event #: 35000
p0: 119    Mating Event #: 70000
p0: 119    Mating Event #: 105000
p0: 119    Mating Event #: 140000
p0: 119    Mating Event #: 175000
p0: 119    Mating Event #: 210000
p0: 119    Mating Event #: 245000
p0: 119    Mating Event #: 280000
p0: 119    Mating Event #: 315000
########################
Run # 5
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 6
########################
p0: 119    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 7
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 8
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 103    Mating Event #: 70000
p0: 103    Mating Event #: 105000
p0: 103    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 103    Mating Event #: 280000
p0: 103    Mating Event #: 315000
########################
Run # 9
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 103    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 10
########################
p0: 126    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 11
########################
p0: 2    Mating Event #: 0
p0: 103    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 12
########################
p0: 126    Mating Event #: 0
p0: 126    Mating Event #: 35000
p0: 126    Mating Event #: 70000
p0: 126    Mating Event #: 105000
p0: 126    Mating Event #: 140000
p0: 126    Mating Event #: 175000
p0: 126    Mating Event #: 210000
p0: 126    Mating Event #: 245000
p0: 126    Mating Event #: 280000
p0: 108    Mating Event #: 315000
########################
Run # 13
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 103    Mating Event #: 70000
p0: 119    Mating Event #: 105000
p0: 119    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 119    Mating Event #: 245000
p0: 119    Mating Event #: 280000
p0: 119    Mating Event #: 315000
########################
Run # 14
########################
p0: 119    Mating Event #: 0
p0: 1    Mating Event #: 35000
p0: 1    Mating Event #: 70000
p0: 45    Mating Event #: 105000
p0: 69    Mating Event #: 140000
p0: 45    Mating Event #: 175000
p0: 18    Mating Event #: 210000
p0: 18    Mating Event #: 245000
p0: 1    Mating Event #: 280000
p0: 1    Mating Event #: 315000
########################
Run # 15
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 103    Mating Event #: 315000
########################
Run # 16
########################
p0: 119    Mating Event #: 0
p0: 119    Mating Event #: 35000
p0: 119    Mating Event #: 70000
p0: 119    Mating Event #: 105000
p0: 119    Mating Event #: 140000
p0: 119    Mating Event #: 175000
p0: 119    Mating Event #: 210000
p0: 33    Mating Event #: 245000
p0: 33    Mating Event #: 280000
p0: 33    Mating Event #: 315000
########################
Run # 17
########################
p0: 119    Mating Event #: 0
p0: 119    Mating Event #: 35000
p0: 119    Mating Event #: 70000
p0: 119    Mating Event #: 105000
p0: 119    Mating Event #: 140000
p0: 119    Mating Event #: 175000
p0: 119    Mating Event #: 210000
p0: 119    Mating Event #: 245000
p0: 119    Mating Event #: 280000
p0: 119    Mating Event #: 315000
########################
Run # 18
########################
p0: 119    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 119    Mating Event #: 245000
p0: 119    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 19
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 20
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 21
########################
p0: 119    Mating Event #: 0
p0: 119    Mating Event #: 35000
p0: 119    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 22
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 103    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 103    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 103    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 103    Mating Event #: 315000
########################
Run # 23
########################
p0: 119    Mating Event #: 0
p0: 119    Mating Event #: 35000
p0: 103    Mating Event #: 70000
p0: 103    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 24
########################
p0: 2    Mating Event #: 0
p0: 103    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 103    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 25
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 26
########################
p0: 119    Mating Event #: 0
p0: 119    Mating Event #: 35000
p0: 119    Mating Event #: 70000
p0: 119    Mating Event #: 105000
p0: 119    Mating Event #: 140000
p0: 119    Mating Event #: 175000
p0: 119    Mating Event #: 210000
p0: 119    Mating Event #: 245000
p0: 119    Mating Event #: 280000
p0: 119    Mating Event #: 315000
########################
Run # 27
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 119    Mating Event #: 140000
p0: 119    Mating Event #: 175000
p0: 119    Mating Event #: 210000
p0: 119    Mating Event #: 245000
p0: 119    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 28
########################
p0: 119    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
########################
Run # 29
########################
p0: 2    Mating Event #: 0
p0: 2    Mating Event #: 35000
p0: 2    Mating Event #: 70000
p0: 2    Mating Event #: 105000
p0: 2    Mating Event #: 140000
p0: 2    Mating Event #: 175000
p0: 2    Mating Event #: 210000
p0: 2    Mating Event #: 245000
p0: 2    Mating Event #: 280000
p0: 2    Mating Event #: 315000
