0   9.294     0.197731    1.00377   11.6    
1   12.494    0.235626    1.19615   14.2    
2   12.488    0.266061    1.35065   14.8    
3   12.68     0.251651    1.2775    15.4    
4   12.736    0.274874    1.39539   15.4    
5   12.642    0.277146    1.40692   15.4    
6   12.538    0.288851    1.46634   15.4    
7   12.46     0.312782    1.58783   15.4    
8   12.556    0.293747    1.4912    15.4    
9   12.662    0.292641    1.48558   15.4    
10  12.56     0.297549    1.5105    15.4    
11  12.614    0.313068    1.58928   15.4    
12  12.528    0.321977    1.63451   15.4    
13  12.598    0.285217    1.44789   15.4    
14  12.63     0.306206    1.55445   15.4    
15  12.606    0.301614    1.53113   15.4    
16  12.714    0.274499    1.39349   15.4    
17  12.728    0.30208     1.5335    15.4    
18  12.706    0.301511    1.53061   15.6    
19  12.468    0.31257     1.58675   15.6    
20  12.598    0.286845    1.45616   15.6    
21  12.666    0.304716    1.54688   15.6    
22  12.68     0.312509    1.58644   15.6    
23  12.656    0.303083    1.53859   15.6    
24  12.496    0.338932    1.72058   15.6    
25  12.66     0.29955     1.52066   15.6    
26  12.724    0.27203     1.38095   15.6    
27  12.724    0.272657    1.38413   15.6    
28  12.654    0.286214    1.45296   15.6    
29  12.716    0.295254    1.49885   15.6    
30  12.728    0.281217    1.42759   15.6    
31  12.664    0.299933    1.5226    15.6    
32  12.542    0.295365    1.49941   15.6    
33  12.68     0.292975    1.48728   15.6    
34  12.75     0.297464    1.51007   15.6    
35  12.7      0.308737    1.56729   15.6    
36  12.728    0.312088    1.5843    16.2    
37  12.64     0.325071    1.65021   16.2    
38  12.756    0.2938      1.49146   16.2    
39  12.724    0.323481    1.64214   16.2    
40  12.622    0.301379    1.52994   16.2    
41  12.644    0.297318    1.50933   16.2    
42  12.714    0.314453    1.59631   16.2    
43  12.756    0.30234     1.53482   16.2    
44  12.794    0.316284    1.6056    16.2    
45  12.876    0.272429    1.38298   16.2    
46  12.792    0.309109    1.56918   16.2    
47  12.712    0.336489    1.70817   16.2    
48  12.822    0.327918    1.66467   16.6    
49  12.748    0.318249    1.61558   16.6    
50  12.754    0.312651    1.58716   16.6    
51  12.656    0.312861    1.58823   16.6    
52  12.85     0.303917    1.54282   16.6    
53  12.796    0.307854    1.56281   16.6    
54  12.718    0.300977    1.5279    16.6    
55  12.766    0.312363    1.5857    16.6    
56  12.698    0.2921      1.48283   16.6    
57  12.76     0.335504    1.70317   16.6    
58  12.87     0.301094    1.5285    16.6    
59  12.942    0.295155    1.49834   16.6    
60  12.896    0.29679     1.50665   16.6    
61  12.676    0.317377    1.61116   16.6    
62  12.704    0.332132    1.68606   16.6    
63  12.724    0.322953    1.63946   16.6    
64  12.66     0.330634    1.67845   16.6    
65  12.748    0.322271    1.636     16.6    
66  12.584    0.34637     1.75834   16.6    
67  12.824    0.305389    1.5503    16.6    
68  12.908    0.314806    1.5981    16.6    
69  12.74     0.335481    1.70306   16.6    
70  12.72     0.344046    1.74654   16.6    
71  12.868    0.319786    1.62338   16.6    
72  12.758    0.356642    1.81048   16.6    
73  12.682    0.335323    1.70226   16.6    
74  12.766    0.332859    1.68975   16.6    
75  13.036    0.309835    1.57286   16.6    
76  12.884    0.321672    1.63296   16.6    
77  12.584    0.351927    1.78655   16.6    
78  12.8      0.321083    1.62997   16.6    
79  12.922    0.341915    1.73572   16.6    
80  12.888    0.313566    1.59181   16.6    
81  12.846    0.352508    1.78949   16.6    
82  12.716    0.351949    1.78666   16.6    
83  12.87     0.332314    1.68698   16.6    
84  12.742    0.330107    1.67578   16.6    
85  12.626    0.36167     1.83601   16.6    
86  12.824    0.318671    1.61772   16.6    
87  12.85     0.332827    1.68959   16.6    
88  12.836    0.315199    1.60009   16.6    
89  12.746    0.362451    1.83997   16.6    
90  12.718    0.339875    1.72536   16.6    
91  12.864    0.328296    1.66658   16.6    
92  12.618    0.361518    1.83523   16.6    
93  12.8      0.308359    1.56538   16.6    
94  12.956    0.309393    1.57063   16.6    
95  13.02     0.303872    1.5426    16.6    
96  13.016    0.296801    1.5067    16.6    
97  12.948    0.315653    1.6024    16.6    
98  12.952    0.343013    1.74129   16.6    
99  12.92     0.32901     1.67021   16.6    
100 12.734    0.368279    1.86956   16.6    
