Top 8 Best Mean: 
Mean  17.753333   PS: ps19
Mean  17.44   PS: ps1
Mean  17.413333   PS: ps15
Mean  17.353333   PS: ps21
Mean  17.186667   PS: ps16
Mean  17.173333   PS: ps18
Mean  17.14   PS: ps4
Mean  17.086667   PS: ps14
Top 8 Best Fitness: 
Fitness  19.0   PS: ps19
Fitness  18.8   PS: ps21
Fitness  18.6   PS: ps18
Fitness  18.4   PS: ps27
Fitness  18.4   PS: ps14
Fitness  18.2   PS: ps23
Fitness  18.2   PS: ps22
Fitness  18.2   PS: ps16

